recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_043839,user_09340,movie_0326,2024-12-31,personalized,0.54,False,3,Tablet,morning,
rec_043840,user_07870,movie_0799,2025-03-01,trending,0.275,False,15,Smart TV,morning,v1.3
rec_043841,user_00260,movie_0363,2024-08-04,new_releases,0.425,True,10,Smart TV,afternoon,v1.4
rec_043842,user_01104,movie_0414,2025-10-27,genre_based,0.563,False,17,Tablet,afternoon,v1.4
rec_043843,user_03581,movie_0746,2025-12-24,similar_users,,False,3,Laptop,evening,v1.4
rec_043844,user_09080,movie_0374,2024-01-30,genre_based,0.484,False,8,Smart TV,evening,v1.4
rec_043845,user_05592,movie_0064,2025-01-26,personalized,0.257,False,5,Mobile,afternoon,v2.0
rec_043846,user_03768,movie_0932,2024-08-13,personalized,0.856,False,12,Mobile,evening,v1.3
rec_043847,user_06213,movie_0865,2025-11-21,trending,0.512,False,7,Mobile,evening,v1.4
rec_043848,user_03504,movie_0004,2025-09-28,new_releases,0.78,False,5,Smart TV,evening,v2.0
rec_043849,user_04483,movie_0989,2024-03-24,trending,0.39,False,2,Mobile,evening,v2.0
rec_043850,user_02277,movie_0841,2025-08-22,trending,0.299,False,15,Laptop,morning,v1.4
rec_043851,user_00279,movie_0316,2025-10-08,personalized,0.667,False,11,Mobile,night,v1.4
rec_043852,user_01456,movie_0920,2024-12-24,new_releases,0.545,False,16,Laptop,morning,v2.0
rec_043853,user_00965,movie_0788,2025-04-16,similar_users,0.864,False,6,Laptop,evening,v1.2
rec_043854,user_00489,movie_0618,2024-02-14,personalized,0.627,True,18,Smart TV,afternoon,v1.4
rec_043855,user_01730,movie_0741,2025-06-12,new_releases,0.152,False,17,Smart TV,afternoon,v1.2
rec_043856,user_00912,movie_0807,2025-11-25,trending,0.726,False,12,Tablet,evening,v1.3
rec_043857,user_00982,movie_0824,2024-02-12,similar_users,0.209,False,13,Laptop,evening,v1.4
rec_043858,user_02437,movie_0915,2025-05-01,new_releases,0.527,False,10,Smart TV,afternoon,v1.3
rec_043859,user_06020,movie_0405,2024-02-10,new_releases,,False,7,Laptop,night,v1.3
rec_043860,user_08213,movie_0915,2024-08-11,trending,0.226,False,4,Mobile,evening,v2.0
rec_043861,user_04131,movie_0862,2025-10-19,similar_users,0.252,False,17,Tablet,afternoon,v1.4
rec_043862,user_01526,movie_0430,2024-10-14,new_releases,0.311,False,4,Mobile,afternoon,v1.2
rec_043863,user_00403,movie_0674,2025-11-25,new_releases,,True,20,Smart TV,morning,v1.4
rec_043864,user_06285,movie_0016,2024-07-16,personalized,0.398,True,18,Laptop,evening,v2.0
rec_043865,user_02716,movie_0268,2025-05-05,trending,0.186,False,1,Laptop,afternoon,
rec_043866,user_05738,movie_0714,2025-06-15,personalized,0.539,False,3,Tablet,night,v1.3
rec_043867,user_07320,movie_0331,2024-01-16,genre_based,,False,19,Laptop,night,
rec_043868,user_07303,movie_0423,2024-08-22,trending,0.698,False,19,Smart TV,afternoon,v1.4
rec_043869,user_06849,movie_0432,2024-04-01,personalized,0.263,False,18,Mobile,afternoon,v1.4
rec_043870,user_06609,movie_0770,2025-11-10,trending,0.899,False,14,Mobile,night,v1.4
rec_043871,user_07942,movie_0527,2024-07-23,genre_based,0.379,False,11,Tablet,afternoon,v1.3
rec_043872,user_04335,movie_0487,2024-10-21,genre_based,0.934,False,2,Tablet,evening,v2.0
rec_043873,user_02051,movie_0688,2024-09-30,trending,0.986,False,8,Smart TV,evening,v1.4
rec_043874,user_08229,movie_0751,2025-09-21,trending,0.632,False,19,Tablet,night,v2.0
rec_043875,user_04417,movie_0992,2024-09-07,new_releases,0.539,True,11,Smart TV,afternoon,v1.4
rec_043876,user_08390,movie_0040,2025-01-13,similar_users,,False,15,Smart TV,evening,v1.4
rec_043877,user_03519,movie_0286,2024-10-21,personalized,,False,12,Laptop,evening,v1.3
rec_043878,user_08777,movie_0968,2025-07-18,personalized,,False,3,Mobile,night,v1.4
rec_043879,user_09967,movie_0013,2025-08-09,genre_based,0.518,False,20,Smart TV,morning,v1.4
rec_043880,user_09115,movie_0371,2025-08-10,personalized,0.447,False,19,Smart TV,night,v1.3
rec_043881,user_06365,movie_0646,2024-02-25,personalized,0.132,False,3,Smart TV,morning,v1.2
rec_043882,user_04919,movie_0308,2024-01-08,personalized,0.728,True,1,Mobile,night,v1.4
rec_043883,user_05821,movie_0384,2025-10-02,similar_users,0.791,False,17,Smart TV,morning,v2.0
rec_043884,user_09921,movie_0524,2025-10-14,genre_based,0.515,False,13,Smart TV,afternoon,v1.4
rec_043885,user_07163,movie_0889,2024-02-13,personalized,0.623,False,7,Tablet,afternoon,v1.4
rec_043886,user_04606,movie_0581,2024-10-21,similar_users,0.836,False,10,Laptop,evening,v1.2
rec_043887,user_05848,movie_0743,2024-08-11,personalized,0.399,False,6,Mobile,afternoon,
rec_043888,user_07645,movie_0354,2025-11-18,personalized,0.445,False,9,Mobile,night,v1.4
rec_043889,user_09629,movie_0361,2025-09-06,new_releases,0.773,False,11,Smart TV,evening,
rec_043890,user_03495,movie_0588,2024-03-08,trending,0.435,False,4,Mobile,evening,v1.3
rec_043891,user_00392,movie_0350,2024-03-12,new_releases,0.145,False,3,Smart TV,evening,v1.4
rec_043892,user_03172,movie_0435,2025-01-03,genre_based,0.855,False,12,Laptop,afternoon,v1.2
rec_043893,user_06326,movie_0837,2025-08-08,new_releases,0.951,True,16,Smart TV,night,v1.4
rec_043894,user_07902,movie_0455,2025-12-29,personalized,0.263,False,14,Mobile,afternoon,v1.3
rec_043895,user_02456,movie_0557,2024-05-11,trending,0.455,False,13,Tablet,night,v2.0
rec_043896,user_03808,movie_0808,2025-01-08,genre_based,0.695,False,7,Mobile,night,v1.4
rec_043897,user_00934,movie_0169,2024-08-06,personalized,0.592,False,5,Smart TV,morning,v1.3
rec_043898,user_08940,movie_0121,2025-03-08,personalized,0.379,False,20,Tablet,morning,v2.0
rec_043899,user_02134,movie_0073,2024-04-27,genre_based,0.882,False,12,Laptop,evening,v2.0
rec_043900,user_03951,movie_0757,2024-05-27,similar_users,0.188,False,13,Mobile,night,v1.4
rec_043901,user_06592,movie_0743,2024-04-04,personalized,0.381,False,2,Mobile,night,v1.4
rec_043902,user_01097,movie_0431,2025-04-05,similar_users,,False,10,Mobile,morning,v2.0
rec_043903,user_00565,movie_0123,2025-05-29,new_releases,,False,10,Tablet,night,v1.2
rec_043904,user_09480,movie_0728,2024-03-13,new_releases,0.987,False,16,Mobile,morning,v1.3
rec_043905,user_03396,movie_0447,2025-04-30,genre_based,0.86,False,19,Mobile,afternoon,v1.2
rec_043906,user_02926,movie_0615,2025-01-05,new_releases,0.555,True,1,Mobile,morning,v1.4
rec_043907,user_08861,movie_0048,2025-05-16,new_releases,0.645,False,6,Tablet,morning,
rec_043908,user_04051,movie_0956,2025-08-06,personalized,0.217,False,17,Mobile,afternoon,v1.4
rec_043909,user_05254,movie_0295,2024-12-04,similar_users,,True,10,Laptop,afternoon,
rec_043910,user_05280,movie_0369,2024-11-22,similar_users,0.453,True,7,Smart TV,afternoon,v1.3
rec_043911,user_03099,movie_0627,2025-08-27,similar_users,0.876,False,20,Tablet,night,v1.4
rec_043912,user_06019,movie_0075,2024-06-16,genre_based,,False,3,Laptop,afternoon,v1.2
rec_043913,user_00835,movie_0364,2025-01-22,new_releases,0.579,False,19,Mobile,morning,v1.4
rec_043914,user_02646,movie_0881,2024-10-15,genre_based,,False,15,Laptop,afternoon,v1.2
rec_043915,user_06599,movie_0138,2025-01-10,new_releases,0.349,False,11,Mobile,afternoon,v1.2
rec_043916,user_02530,movie_0623,2025-04-12,personalized,0.178,False,16,Smart TV,night,v1.3
rec_043917,user_02384,movie_0390,2025-06-19,new_releases,0.13,False,1,Laptop,morning,v2.0
rec_043918,user_03008,movie_0596,2024-03-06,personalized,0.319,True,8,Laptop,afternoon,v1.3
rec_043919,user_01184,movie_0655,2025-01-29,similar_users,0.425,False,10,Laptop,night,v1.3
rec_043920,user_06823,movie_0055,2025-07-03,genre_based,0.358,False,19,Laptop,night,v1.3
rec_043921,user_05744,movie_0803,2024-08-08,personalized,0.683,False,19,Tablet,morning,v1.3
rec_043922,user_05778,movie_0086,2025-02-24,trending,0.321,False,6,Tablet,afternoon,v1.3
rec_043923,user_06918,movie_0798,2025-10-04,new_releases,0.573,False,6,Mobile,morning,v1.4
rec_043924,user_01893,movie_0706,2025-05-11,genre_based,,False,3,Tablet,afternoon,v1.4
rec_043925,user_08466,movie_0269,2025-03-16,trending,,False,1,Smart TV,night,v2.0
rec_043926,user_05275,movie_0713,2024-05-26,similar_users,0.215,False,11,Mobile,afternoon,v1.4
rec_043927,user_05855,movie_0615,2024-01-01,similar_users,0.16,False,14,Mobile,evening,v1.4
rec_043928,user_05944,movie_0363,2024-05-07,personalized,0.64,True,6,Tablet,evening,v1.3
rec_043929,user_01810,movie_0621,2024-01-30,genre_based,0.737,False,10,Mobile,evening,v1.3
rec_043930,user_04441,movie_0791,2024-08-09,trending,0.299,False,10,Mobile,evening,v2.0
rec_043931,user_02159,movie_0216,2024-05-11,new_releases,0.64,False,4,Mobile,morning,v2.0
rec_043932,user_00315,movie_0312,2024-02-16,personalized,,False,4,Tablet,morning,v1.4
rec_043933,user_09120,movie_0683,2024-10-02,trending,0.508,False,19,Tablet,evening,v1.4
rec_043934,user_07729,movie_0300,2025-11-05,new_releases,,True,3,Mobile,evening,v1.4
rec_043935,user_08417,movie_0725,2025-08-31,new_releases,,True,1,Tablet,night,v1.3
rec_043936,user_09229,movie_0861,2024-09-06,new_releases,0.989,False,17,Tablet,night,v1.4
rec_043937,user_04837,movie_0967,2025-03-14,genre_based,0.414,False,7,Laptop,night,v1.3
rec_043938,user_06087,movie_0231,2024-11-18,trending,,False,18,Tablet,afternoon,v1.4
rec_043939,user_04268,movie_0848,2025-12-01,similar_users,0.231,False,15,Mobile,morning,v1.3
rec_043940,user_03445,movie_0371,2024-04-24,new_releases,0.515,False,5,Tablet,night,v1.4
rec_043941,user_02454,movie_0434,2025-04-13,similar_users,0.317,False,10,Mobile,afternoon,v1.3
rec_043942,user_08792,movie_0496,2025-12-04,trending,0.628,False,15,Mobile,morning,v2.0
rec_043943,user_02107,movie_0060,2024-05-17,personalized,0.384,False,3,Smart TV,evening,v1.4
rec_043944,user_01100,movie_0919,2024-07-05,new_releases,0.594,False,14,Mobile,morning,v1.3
rec_043945,user_05569,movie_0868,2025-09-30,genre_based,0.228,False,19,Tablet,morning,v1.3
rec_043946,user_07532,movie_0727,2024-03-14,new_releases,0.78,True,1,Mobile,morning,v1.4
rec_043947,user_05920,movie_0699,2025-03-17,genre_based,,False,3,Laptop,afternoon,v2.0
rec_043948,user_03560,movie_0890,2025-06-14,personalized,0.264,True,10,Tablet,evening,v1.2
rec_043949,user_03488,movie_0007,2024-11-25,new_releases,0.366,False,8,Smart TV,evening,v1.2
rec_043950,user_00228,movie_0293,2025-02-23,genre_based,0.581,False,6,Laptop,evening,v1.3
rec_043951,user_03526,movie_0661,2024-08-20,new_releases,0.709,False,4,Smart TV,evening,v1.4
rec_043952,user_05644,movie_0517,2025-05-16,new_releases,0.2,False,16,Smart TV,afternoon,v1.4
rec_043953,user_09549,movie_0450,2025-03-18,trending,0.859,True,12,Mobile,afternoon,v1.3
rec_043954,user_03386,movie_0441,2024-09-15,genre_based,,False,11,Laptop,evening,v1.2
rec_043955,user_09222,movie_0235,2025-05-14,similar_users,0.272,False,11,Tablet,morning,v1.4
rec_043956,user_08244,movie_0791,2025-03-22,similar_users,0.207,False,12,Tablet,afternoon,v2.0
rec_043957,user_09591,movie_0069,2025-01-14,personalized,0.929,False,12,Laptop,afternoon,v1.3
rec_043958,user_05973,movie_0555,2025-08-13,similar_users,0.758,False,1,Laptop,morning,v1.3
rec_043959,user_02991,movie_0360,2025-04-15,similar_users,0.671,False,14,Smart TV,morning,v1.3
rec_043960,user_09285,movie_0726,2024-06-10,genre_based,0.345,False,1,Laptop,evening,v1.2
rec_043961,user_05370,movie_0066,2025-02-22,similar_users,0.218,False,13,Smart TV,evening,v1.4
rec_043962,user_06860,movie_0535,2024-01-02,trending,0.694,False,17,Tablet,night,v2.0
rec_043963,user_09842,movie_0156,2024-02-06,new_releases,0.991,True,11,Mobile,afternoon,v1.3
rec_043964,user_01504,movie_0747,2025-01-13,similar_users,0.504,False,12,Smart TV,evening,v1.2
rec_043965,user_02383,movie_0185,2025-07-28,genre_based,,False,18,Mobile,evening,v1.4
rec_043966,user_08406,movie_0724,2025-01-06,personalized,0.901,False,10,Mobile,night,v1.4
rec_043967,user_05050,movie_0292,2025-01-27,trending,0.313,False,11,Tablet,afternoon,v1.3
rec_043968,user_00168,movie_0706,2025-11-19,genre_based,0.73,False,3,Laptop,afternoon,v1.4
rec_043969,user_05469,movie_0452,2025-05-05,similar_users,0.65,False,5,Laptop,afternoon,v1.4
rec_043970,user_03062,movie_0680,2024-01-11,genre_based,0.318,False,2,Laptop,night,v1.3
rec_043971,user_02055,movie_0284,2025-11-14,trending,0.384,False,16,Laptop,night,v1.3
rec_043972,user_02546,movie_0323,2025-06-12,trending,0.977,False,7,Smart TV,afternoon,v1.4
rec_043973,user_01452,movie_0629,2024-11-30,personalized,0.173,False,12,Mobile,evening,v1.4
rec_043974,user_02984,movie_0528,2024-12-06,similar_users,0.269,False,20,Laptop,night,v1.4
rec_043975,user_07596,movie_0462,2025-05-25,new_releases,0.58,False,4,Smart TV,morning,v1.3
rec_043976,user_07949,movie_0443,2024-02-22,genre_based,0.616,False,12,Laptop,afternoon,v1.4
rec_043977,user_02453,movie_0510,2025-07-29,new_releases,0.986,False,20,Mobile,afternoon,v1.3
rec_043978,user_07067,movie_0316,2025-07-17,personalized,0.482,False,3,Laptop,afternoon,v1.4
rec_043979,user_01238,movie_0892,2024-04-07,genre_based,0.937,False,1,Tablet,morning,v1.4
rec_043980,user_02597,movie_0154,2024-04-10,genre_based,0.171,False,13,Tablet,afternoon,v1.3
rec_043981,user_04341,movie_0604,2024-03-14,similar_users,0.107,False,8,Laptop,morning,v1.2
rec_043982,user_00826,movie_0148,2024-05-15,new_releases,0.625,True,6,Smart TV,morning,v2.0
rec_043983,user_05282,movie_0751,2024-09-24,trending,0.997,False,4,Tablet,night,v1.4
rec_043984,user_04120,movie_0982,2025-02-13,personalized,0.416,False,12,Smart TV,evening,v1.3
rec_043985,user_07007,movie_0815,2025-07-20,new_releases,0.925,False,7,Smart TV,evening,v1.4
rec_043986,user_08640,movie_0315,2024-01-18,similar_users,0.708,False,16,Smart TV,evening,v1.4
rec_043987,user_07163,movie_0357,2025-10-23,similar_users,0.607,True,19,Tablet,afternoon,v1.4
rec_043988,user_00671,movie_0076,2024-07-19,new_releases,0.96,False,16,Smart TV,night,v2.0
rec_043989,user_07225,movie_0032,2024-12-08,genre_based,,True,1,Tablet,afternoon,v1.3
rec_043990,user_00966,movie_0262,2024-01-06,trending,0.809,False,12,Smart TV,evening,
rec_043991,user_03682,movie_0711,2024-08-23,similar_users,0.114,False,13,Laptop,night,v1.4
rec_043992,user_03674,movie_0608,2024-07-05,similar_users,0.359,False,18,Laptop,night,v1.3
rec_043993,user_09480,movie_0309,2025-04-24,similar_users,0.9,False,20,Smart TV,afternoon,v1.4
rec_043994,user_05518,movie_0614,2024-11-15,trending,0.954,False,20,Mobile,evening,v1.3
rec_043995,user_03744,movie_0115,2025-02-01,new_releases,0.518,False,4,Laptop,morning,v2.0
rec_043996,user_04485,movie_0802,2024-07-20,genre_based,0.826,False,17,Tablet,morning,v1.4
rec_043997,user_06881,movie_0366,2025-10-31,personalized,,False,5,Mobile,afternoon,
rec_043998,user_07351,movie_0750,2025-06-20,trending,0.493,True,12,Laptop,morning,
rec_043999,user_02161,movie_0739,2024-12-11,trending,0.125,False,13,Smart TV,afternoon,v1.3
rec_044000,user_00581,movie_0113,2025-05-26,trending,0.562,False,14,Smart TV,morning,v1.3
rec_044001,user_01466,movie_0218,2025-09-30,genre_based,0.689,False,15,Tablet,morning,v1.4
rec_044002,user_06899,movie_0651,2025-08-20,personalized,0.505,True,9,Tablet,morning,v1.4
rec_044003,user_09273,movie_0866,2024-07-01,new_releases,0.433,False,3,Laptop,evening,v1.3
rec_044004,user_04115,movie_0124,2024-09-01,similar_users,0.447,False,16,Laptop,afternoon,v1.4
rec_044005,user_06389,movie_0381,2024-12-01,trending,0.149,False,9,Laptop,morning,v1.3
rec_044006,user_07794,movie_0801,2024-12-11,new_releases,0.382,False,3,Laptop,night,v1.3
rec_044007,user_09618,movie_0560,2025-03-12,genre_based,0.464,False,5,Mobile,night,v1.2
rec_044008,user_05887,movie_0316,2024-08-21,genre_based,0.208,True,1,Laptop,afternoon,v1.3
rec_044009,user_02443,movie_0321,2024-11-16,similar_users,0.941,False,4,Mobile,evening,v1.4
rec_044010,user_09149,movie_0097,2024-05-06,genre_based,0.517,False,1,Tablet,afternoon,v1.4
rec_044011,user_08741,movie_0235,2024-07-04,new_releases,0.972,False,18,Laptop,morning,
rec_044012,user_06530,movie_0254,2024-08-19,personalized,0.556,False,3,Smart TV,morning,v2.0
rec_044013,user_01863,movie_0190,2024-06-07,personalized,0.181,False,19,Laptop,evening,v1.3
rec_044014,user_00708,movie_0603,2025-05-30,new_releases,0.722,True,16,Smart TV,night,v1.4
rec_044015,user_06511,movie_0582,2024-04-18,new_releases,0.87,False,11,Tablet,morning,
rec_044016,user_00923,movie_0630,2024-02-08,new_releases,0.399,False,10,Smart TV,night,v2.0
rec_044017,user_04350,movie_0649,2024-08-05,similar_users,0.557,True,5,Tablet,morning,v1.4
rec_044018,user_05984,movie_0490,2025-12-30,trending,0.533,False,2,Mobile,night,v1.3
rec_044019,user_00873,movie_0690,2024-12-13,similar_users,0.118,False,2,Smart TV,evening,v1.3
rec_044020,user_01171,movie_0945,2024-04-26,genre_based,0.666,False,3,Mobile,evening,v1.3
rec_044021,user_03112,movie_0365,2024-11-03,genre_based,,True,3,Laptop,evening,v1.3
rec_044022,user_02726,movie_0778,2024-08-02,new_releases,0.698,False,5,Mobile,morning,v1.2
rec_044023,user_00942,movie_0512,2025-09-23,genre_based,0.52,False,19,Laptop,afternoon,v1.3
rec_044024,user_05758,movie_0659,2025-06-11,new_releases,0.338,False,7,Tablet,morning,v2.0
rec_044025,user_03895,movie_0973,2024-07-15,personalized,0.1,False,9,Mobile,morning,v2.0
rec_044026,user_07595,movie_0012,2024-03-15,genre_based,0.142,False,8,Mobile,night,v1.2
rec_044027,user_08564,movie_0705,2025-04-13,similar_users,,False,18,Laptop,afternoon,v2.0
rec_044028,user_01634,movie_0085,2025-09-07,new_releases,0.289,False,13,Smart TV,night,v1.3
rec_044029,user_06542,movie_0914,2024-06-06,new_releases,0.741,False,10,Tablet,morning,v1.2
rec_044030,user_03457,movie_0912,2024-03-14,genre_based,0.856,False,14,Smart TV,morning,v1.3
rec_044031,user_01576,movie_0916,2024-12-13,new_releases,0.513,True,6,Smart TV,morning,v1.4
rec_044032,user_09953,movie_0825,2025-03-05,genre_based,,False,8,Laptop,evening,
rec_044033,user_05164,movie_0653,2025-03-25,similar_users,0.77,False,11,Smart TV,evening,v1.2
rec_044034,user_05255,movie_0775,2024-09-09,genre_based,0.59,False,17,Laptop,afternoon,v1.4
rec_044035,user_06350,movie_0634,2024-11-13,trending,0.882,False,7,Mobile,afternoon,v2.0
rec_044036,user_09767,movie_0270,2024-04-30,trending,0.379,False,15,Mobile,evening,v1.4
rec_044037,user_07914,movie_0116,2024-07-28,personalized,,False,9,Smart TV,afternoon,v1.4
rec_044038,user_07088,movie_0264,2025-05-19,personalized,0.577,False,12,Laptop,night,v1.4
rec_044039,user_05111,movie_0274,2025-07-16,trending,0.151,False,12,Tablet,afternoon,v1.3
rec_044040,user_02453,movie_0617,2024-06-14,trending,0.661,False,3,Laptop,evening,v2.0
rec_044041,user_03170,movie_0646,2024-09-16,trending,0.425,False,13,Laptop,evening,v1.3
rec_044042,user_04284,movie_0197,2025-07-21,trending,0.711,False,13,Tablet,evening,v1.3
rec_044043,user_00705,movie_0721,2024-09-01,similar_users,0.297,False,1,Mobile,evening,v1.2
rec_044044,user_01683,movie_0585,2024-03-02,trending,0.278,True,18,Laptop,afternoon,v1.4
rec_044045,user_08758,movie_0084,2024-11-29,personalized,0.543,False,1,Tablet,night,v1.4
rec_044046,user_03725,movie_0188,2025-11-21,similar_users,0.158,False,1,Laptop,morning,v2.0
rec_044047,user_09167,movie_0814,2024-05-06,similar_users,0.429,False,17,Tablet,night,v2.0
rec_044048,user_06452,movie_0398,2024-05-30,similar_users,0.214,True,2,Tablet,morning,v1.4
rec_044049,user_09403,movie_0865,2024-08-11,trending,0.66,False,7,Tablet,morning,
rec_044050,user_08751,movie_0318,2025-02-03,new_releases,0.382,False,16,Smart TV,morning,v1.3
rec_044051,user_04449,movie_0290,2025-08-31,personalized,0.117,False,7,Smart TV,evening,v1.4
rec_044052,user_01529,movie_0157,2024-01-25,trending,0.423,False,6,Laptop,evening,v1.4
rec_044053,user_08345,movie_0857,2024-06-21,similar_users,0.894,False,11,Smart TV,evening,v1.3
rec_044054,user_06730,movie_0375,2025-11-05,new_releases,0.774,False,2,Laptop,morning,v2.0
rec_044055,user_07919,movie_0201,2024-04-01,genre_based,0.604,False,16,Tablet,afternoon,v1.4
rec_044056,user_01541,movie_0749,2025-01-08,similar_users,,False,7,Laptop,afternoon,v2.0
rec_044057,user_04081,movie_0327,2025-04-02,personalized,0.698,False,6,Tablet,afternoon,v1.4
rec_044058,user_08661,movie_0233,2024-10-11,trending,0.949,False,7,Laptop,evening,v2.0
rec_044059,user_06129,movie_0358,2025-10-22,trending,0.941,False,13,Tablet,evening,v1.4
rec_044060,user_09763,movie_0652,2024-01-30,personalized,0.223,False,8,Tablet,afternoon,v1.4
rec_044061,user_02174,movie_0801,2025-12-01,similar_users,0.391,False,10,Tablet,morning,
rec_044062,user_09514,movie_0547,2025-01-08,similar_users,0.804,True,19,Tablet,night,v1.4
rec_044063,user_09727,movie_0381,2024-11-26,new_releases,0.805,False,13,Mobile,evening,v1.4
rec_044064,user_06953,movie_0510,2025-03-27,trending,0.933,True,12,Laptop,morning,v1.3
rec_044065,user_06623,movie_0144,2025-12-12,similar_users,0.129,False,16,Mobile,evening,
rec_044066,user_07955,movie_0305,2025-10-04,new_releases,0.695,False,14,Smart TV,evening,v1.2
rec_044067,user_02581,movie_0659,2025-09-20,trending,0.348,False,4,Mobile,afternoon,v1.2
rec_044068,user_03807,movie_0501,2025-09-21,similar_users,0.672,False,11,Tablet,afternoon,
rec_044069,user_04625,movie_0931,2024-11-28,genre_based,0.759,False,8,Tablet,afternoon,v1.4
rec_044070,user_00664,movie_0294,2024-06-20,new_releases,0.746,False,14,Tablet,morning,v2.0
rec_044071,user_00995,movie_0026,2024-07-10,new_releases,0.891,False,19,Tablet,evening,v1.2
rec_044072,user_07744,movie_0525,2024-02-23,trending,0.351,False,12,Smart TV,evening,v1.4
rec_044073,user_02762,movie_0302,2025-04-03,similar_users,,False,1,Smart TV,night,v1.4
rec_044074,user_07434,movie_0846,2024-10-28,genre_based,0.263,False,17,Smart TV,night,v1.3
rec_044075,user_00426,movie_0186,2025-04-27,similar_users,0.124,False,9,Mobile,morning,v1.3
rec_044076,user_03237,movie_0909,2025-03-23,personalized,,False,6,Tablet,afternoon,
rec_044077,user_05057,movie_0629,2025-02-05,similar_users,0.938,False,7,Tablet,morning,v1.3
rec_044078,user_00135,movie_0641,2024-09-21,genre_based,0.457,False,20,Mobile,morning,v1.4
rec_044079,user_02102,movie_0814,2024-10-30,similar_users,0.544,True,5,Laptop,morning,v1.4
rec_044080,user_09710,movie_0320,2025-04-15,similar_users,0.554,False,6,Smart TV,night,v1.4
rec_044081,user_09203,movie_0737,2025-10-19,trending,0.412,False,10,Mobile,afternoon,v1.4
rec_044082,user_02302,movie_0892,2024-12-19,trending,0.154,False,15,Mobile,evening,v2.0
rec_044083,user_08908,movie_0138,2025-02-16,similar_users,0.277,False,2,Mobile,afternoon,v2.0
rec_044084,user_03054,movie_0444,2025-02-15,personalized,0.828,True,9,Mobile,night,v1.4
rec_044085,user_09356,movie_0428,2025-03-07,personalized,,False,4,Tablet,night,v1.3
rec_044086,user_09562,movie_0579,2024-07-10,personalized,,False,13,Smart TV,night,v1.3
rec_044087,user_06919,movie_0448,2024-03-05,new_releases,0.977,False,7,Laptop,night,
rec_044088,user_06576,movie_0935,2024-12-14,genre_based,0.692,False,6,Tablet,evening,v1.4
rec_044089,user_00235,movie_0117,2024-09-14,trending,0.715,False,15,Smart TV,evening,v1.3
rec_044090,user_03822,movie_0349,2024-01-04,genre_based,0.486,False,18,Tablet,morning,v1.4
rec_044091,user_01749,movie_0729,2024-10-06,genre_based,0.861,False,20,Laptop,evening,v2.0
rec_044092,user_02122,movie_0232,2024-07-30,trending,,False,17,Smart TV,night,v1.3
rec_044093,user_04195,movie_0926,2024-04-10,new_releases,0.81,True,1,Laptop,evening,v1.4
rec_044094,user_01667,movie_0072,2024-08-09,trending,0.685,False,8,Smart TV,morning,v1.3
rec_044095,user_08193,movie_0756,2025-09-16,new_releases,0.373,False,1,Tablet,morning,v1.2
rec_044096,user_06579,movie_0214,2024-10-15,trending,0.929,True,15,Mobile,afternoon,v1.4
rec_044097,user_02240,movie_0608,2024-12-04,trending,0.472,False,20,Mobile,evening,v1.3
rec_044098,user_00788,movie_0570,2025-11-22,new_releases,,False,20,Tablet,evening,v2.0
rec_044099,user_08881,movie_0236,2024-08-16,similar_users,0.734,False,14,Smart TV,afternoon,
rec_044100,user_02790,movie_0630,2024-05-02,trending,0.193,True,5,Smart TV,night,v1.3
rec_044101,user_00836,movie_0169,2024-04-01,personalized,0.809,False,18,Tablet,evening,v1.2
rec_044102,user_01355,movie_0335,2025-03-27,genre_based,,False,7,Tablet,night,v1.2
rec_044103,user_06479,movie_0473,2025-07-04,trending,0.144,False,2,Laptop,afternoon,v1.3
rec_044104,user_00666,movie_0963,2024-06-27,genre_based,0.49,False,12,Mobile,night,v2.0
rec_044105,user_03158,movie_0160,2024-04-11,similar_users,0.379,False,3,Smart TV,morning,v1.4
rec_044106,user_07697,movie_0918,2024-05-09,trending,0.331,True,19,Laptop,night,v1.4
rec_044107,user_06437,movie_0163,2024-11-06,personalized,0.433,False,9,Tablet,morning,v1.4
rec_044108,user_09464,movie_0101,2025-01-12,new_releases,0.205,False,13,Mobile,night,v2.0
rec_044109,user_00208,movie_0673,2025-08-21,new_releases,0.733,False,17,Smart TV,night,v1.3
rec_044110,user_03845,movie_0056,2024-01-28,genre_based,0.778,False,14,Smart TV,evening,v1.3
rec_044111,user_01428,movie_0569,2024-07-01,new_releases,0.174,False,18,Tablet,evening,v1.4
rec_044112,user_07245,movie_0406,2024-04-30,genre_based,0.508,False,13,Tablet,morning,v1.4
rec_044113,user_02881,movie_0449,2025-09-05,genre_based,0.415,False,16,Mobile,afternoon,v1.4
rec_044114,user_03418,movie_0100,2025-04-18,new_releases,0.681,False,5,Mobile,evening,v1.3
rec_044115,user_05140,movie_0174,2025-12-28,new_releases,0.594,True,12,Laptop,afternoon,v2.0
rec_044116,user_03177,movie_0696,2025-10-04,personalized,0.42,False,3,Tablet,afternoon,v1.4
rec_044117,user_07296,movie_0905,2025-03-03,personalized,,False,7,Laptop,morning,v1.3
rec_044118,user_05148,movie_0540,2025-12-15,similar_users,,False,3,Tablet,morning,v1.2
rec_044119,user_05348,movie_0977,2025-02-21,genre_based,0.479,False,14,Smart TV,morning,v1.3
rec_044120,user_03214,movie_0559,2025-12-23,personalized,,False,19,Smart TV,afternoon,v1.4
